apk,lang,source,version,extension_class_refs,i18n_files,detected_multisrc
tachiyomi-es.mangasnosekai-v1.4.61.apk,es,mangasnosekai,1.4.61,21,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.mangatv-v1.4.32.apk,es,mangatv,1.4.32,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.manhuaonline-v1.4.60.apk,es,manhuaonline,1.4.60,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.manhwalatino-v1.4.54.apk,es,manhwalatino,1.4.54,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.manhwaweb-v1.4.10.apk,es,manhwaweb,1.4.10,74,,
tachiyomi-es.mantrazscan-v1.4.49.apk,es,mantrazscan,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.marmota-v1.4.45.apk,es,marmota,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.menudofansub-v1.4.5.apk,es,menudofansub,1.4.5,4,,foolslide
tachiyomi-es.mhscans-v1.4.55.apk,es,mhscans,1.4.55,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.monopolyscan-v1.4.45.apk,es,monopolyscan,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.mundomanhwa-v1.4.45.apk,es,mundomanhwa,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.nartag-v1.4.49.apk,es,nartag,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.nekoscans-v1.4.37.apk,es,nekoscans,1.4.37,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.noblessetranslations-v1.4.52.apk,es,noblessetranslations,1.4.52,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.novamanhwa-v1.4.30.apk,es,novamanhwa,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.novatoscans-v1.4.11.apk,es,novatoscans,1.4.11,4,,zeistmanga
tachiyomi-es.olympusscanlation-v1.4.16.apk,es,olympusscanlation,1.4.16,92,,
tachiyomi-es.plottwistnofansub-v1.4.9.apk,es,plottwistnofansub,1.4.9,27,,
tachiyomi-es.ragnarokscanlation-v1.4.47.apk,es,ragnarokscanlation,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.raikiscan-v1.4.30.apk,es,raikiscan,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.ravenmanga-v1.4.4.apk,es,ravenmanga,1.4.4,12,,
tachiyomi-es.richtoscan-v1.4.46.apk,es,richtoscan,1.4.46,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.sapphirescan-v1.4.45.apk,es,sapphirescan,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.senshimanga-v1.4.9.apk,es,senshimanga,1.4.9,4,,
tachiyomi-es.sixianfranc9-v1.4.3.apk,es,sixianfranc9,1.4.3,4,,
tachiyomi-es.skymangas-v1.4.31.apk,es,skymangas,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.spicyscan-v1.4.1.apk,es,spicyscan,1.4.1,4,,
tachiyomi-es.stickhorse-v1.4.45.apk,es,stickhorse,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.submanhwa-v1.4.3.apk,es,submanhwa,1.4.3,5,,
tachiyomi-es.swordofoblivion-v1.4.45.apk,es,swordofoblivion,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.taurusfansub-v1.4.52.apk,es,taurusfansub,1.4.52,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.templescanesp-v1.4.53.apk,es,templescanesp,1.4.53,9,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.tenkaiscan-v1.4.37.apk,es,tenkaiscan,1.4.37,8,,
tachiyomi-es.territoriolealtad-v1.4.45.apk,es,territoriolealtad,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.tmohentai-v1.4.10.apk,es,tmohentai,1.4.10,20,,
tachiyomi-es.tmomanga-v1.4.1.apk,es,tmomanga,1.4.1,7,,
tachiyomi-es.tojimangas-v1.4.5.apk,es,tojimangas,1.4.5,9,,
tachiyomi-es.toones-v1.4.45.apk,es,toones,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.topcomicporno-v1.4.45.apk,es,topcomicporno,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.traduccionesmoonlight-v1.4.44.apk,es,traduccionesmoonlight,1.4.44,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
tachiyomi-es.tumanhwasclub-v1.4.1.apk,es,tumanhwasclub,1.4.1,3,,
tachiyomi-es.uchuujinprojects-v1.4.30.apk,es,uchuujinprojects,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.vcpvmp-v1.4.11.apk,es,vcpvmp,1.4.11,6,,
tachiyomi-es.vermanhwas-v1.4.47.apk,es,vermanhwas,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.yupmanga-v1.4.1.apk,es,yupmanga,1.4.1,8,,
tachiyomi-es.yurionline-v1.4.45.apk,es,yurionline,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.zevep-v1.4.45.apk,es,zevep,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.animesama-v1.4.14.apk,fr,animesama,1.4.14,19,,
tachiyomi-fr.aralosbd-v1.4.6.apk,fr,aralosbd,1.4.6,43,,
tachiyomi-fr.astralmanga-v1.4.47.apk,fr,astralmanga,1.4.47,53,,
tachiyomi-fr.bananascan-v1.4.46.apk,fr,bananascan,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.bigsolo-v1.4.3.apk,fr,bigsolo,1.4.3,34,,
tachiyomi-fr.bluesolo-v1.4.4.apk,fr,bluesolo,1.4.4,4,,pizzareader
tachiyomi-fr.epsilonscan-v1.4.47.apk,fr,epsilonscan,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.fmteam-v1.4.7.apk,fr,fmteam,1.4.7,4,,pizzareader
tachiyomi-fr.frmanga-v1.4.7.apk,fr,frmanga,1.4.7,3,,mccms
tachiyomi-fr.furyosquad-v1.4.3.apk,fr,furyosquad,1.4.3,6,,
tachiyomi-fr.hentaiorigines-v1.4.45.apk,fr,hentaiorigines,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.hentaiscantrad-v1.4.46.apk,fr,hentaiscantrad,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.hentaizone-v1.4.46.apk,fr,hentaizone,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.histoiredhentai-v1.4.45.apk,fr,histoiredhentai,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.japscan-v1.4.56.apk,fr,japscan,1.4.56,26,,
tachiyomi-fr.kiwiyascans-v1.4.30.apk,fr,kiwiyascans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-fr.lelmanga-v1.4.31.apk,fr,lelmanga,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-fr.lelscanvf-v1.4.14.apk,fr,lelscanvf,1.4.14,4,,
tachiyomi-fr.lesporoiniens-v1.4.2.apk,fr,lesporoiniens,1.4.2,12,,
tachiyomi-fr.mangacorporation-v1.4.4.apk,fr,mangacorporation,1.4.4,4,,pizzareader
tachiyomi-fr.mangahubfr-v1.4.47.apk,fr,mangahubfr,1.4.47,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.mangakawaii-v1.4.37.apk,fr,mangakawaii,1.4.37,6,,
tachiyomi-fr.mangamoins-v1.4.1.apk,fr,mangamoins,1.4.1,32,,
tachiyomi-fr.manganova-v1.4.1.apk,fr,manganova,1.4.1,40,,
tachiyomi-fr.mangascantrad-v1.4.48.apk,fr,mangascantrad,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.mangasoriginesfr-v1.4.48.apk,fr,mangasoriginesfr,1.4.48,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.mangasscans-v1.4.31.apk,fr,mangasscans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-fr.ortegascans-v1.4.1.apk,fr,ortegascans,1.4.1,65,,
tachiyomi-fr.pantheonscan-v1.4.46.apk,fr,pantheonscan,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.perfscan-v1.4.31.apk,fr,perfscan,1.4.31,39,,
tachiyomi-fr.phenixscans-v1.4.35.apk,fr,phenixscans,1.4.35,59,,
tachiyomi-fr.poseidonscans-v1.4.49.apk,fr,poseidonscans,1.4.49,38,,
tachiyomi-fr.raijinscans-v1.4.57.apk,fr,raijinscans,1.4.57,21,,
tachiyomi-fr.reaperscans-v1.4.22.apk,fr,reaperscans,1.4.22,5,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-fr.rimuscans-v1.4.33.apk,fr,rimuscans,1.4.33,38,,
tachiyomi-fr.scanhentaimenu-v1.4.49.apk,fr,scanhentaimenu,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.scanmanga-v1.4.13.apk,fr,scanmanga,1.4.13,19,,
tachiyomi-fr.scanr-v1.4.2.apk,fr,scanr,1.4.2,25,,
tachiyomi-fr.scantradunion-v1.4.2.apk,fr,scantradunion,1.4.2,6,,
tachiyomi-fr.scanvf-v1.4.14.apk,fr,scanvf,1.4.14,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
tachiyomi-fr.sirenscansfr-v1.4.18.apk,fr,sirenscansfr,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-fr.softepsilonscan-v1.4.47.apk,fr,softepsilonscan,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.sushiscan-v1.4.45.apk,fr,sushiscan,1.4.45,13,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-fr.sushiscanfr-v1.4.33.apk,fr,sushiscanfr,1.4.33,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-fr.toonfr-v1.4.45.apk,fr,toonfr,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-fr.yaoiscan-v1.4.31.apk,fr,yaoiscan,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.Luvyaa-v1.4.31.apk,id,Luvyaa,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.aarlas-v1.4.12.apk,id,aarlas,1.4.12,4,,zeistmanga
tachiyomi-id.ainzscansid-v1.4.32.apk,id,ainzscansid,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.bacakomik-v1.4.13.apk,id,bacakomik,1.4.13,12,,
tachiyomi-id.bacami-v1.4.1.apk,id,bacami,1.4.1,11,,
tachiyomi-id.birdtoon-v1.4.47.apk,id,birdtoon,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.comicazen-v1.4.1.apk,id,comicazen,1.4.1,4,,
tachiyomi-id.cosmicscansid-v1.4.45.apk,id,cosmicscansid,1.4.45,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.crotpedia-v1.4.1.apk,id,crotpedia,1.4.1,4,,
tachiyomi-id.dojingnet-v1.4.30.apk,id,dojingnet,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.doujindesu-v1.4.11.apk,id,doujindesu,1.4.11,28,,
tachiyomi-id.doujinku-v1.4.33.apk,id,doujinku,1.4.33,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.dreamteamsscans-v1.4.30.apk,id,dreamteamsscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.florascans-v1.4.30.apk,id,florascans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.holotoon-v1.4.45.apk,id,holotoon,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.hwago-v1.4.48.apk,id,hwago,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.inazumanga-v1.4.37.apk,id,inazumanga,1.4.37,4,,zeistmanga
tachiyomi-id.izanamiscans-v1.4.30.apk,id,izanamiscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.kanzenin-v1.4.31.apk,id,kanzenin,1.4.31,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.kiryuu-v1.4.46.apk,id,kiryuu,1.4.46,4,,
tachiyomi-id.klikmanga-v1.4.49.apk,id,klikmanga,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.klmanhua-v1.4.11.apk,id,klmanhua,1.4.11,4,,zeistmanga
tachiyomi-id.komikav-v1.4.32.apk,id,komikav,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komikcast-v1.4.77.apk,id,komikcast,1.4.77,57,,
tachiyomi-id.komikdewasa-v1.4.30.apk,id,komikdewasa,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komikindo-v1.4.32.apk,id,komikindo,1.4.32,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komikindoco-v1.4.35.apk,id,komikindoco,1.4.35,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komikindoid-v1.4.18.apk,id,komikindoid,1.4.18,22,,
tachiyomi-id.komikstation-v1.4.36.apk,id,komikstation,1.4.36,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komiktap-v1.4.34.apk,id,komiktap,1.4.34,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komiku-v1.4.19.apk,id,komiku,1.4.19,15,,
tachiyomi-id.komikucom-v1.4.32.apk,id,komikucom,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.komikzoid-v1.4.1.apk,id,komikzoid,1.4.1,4,,
tachiyomi-id.kumapoi-v1.4.33.apk,id,kumapoi,1.4.33,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.kumopoi-v1.4.30.apk,id,kumopoi,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.lepoytl-v1.4.13.apk,id,lepoytl,1.4.13,4,,zeistmanga
tachiyomi-id.lianscans-v1.4.31.apk,id,lianscans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.lumireverse-v1.4.45.apk,id,lumireverse,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.lumoskomik-v1.4.48.apk,id,lumoskomik,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.maidmanga-v1.4.11.apk,id,maidmanga,1.4.11,4,,
tachiyomi-id.mangacan-v1.4.30.apk,id,mangacan,1.4.30,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.mangakita-v1.4.32.apk,id,mangakita,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.mangakuri-v1.4.30.apk,id,mangakuri,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.mangalay-v1.4.1.apk,id,mangalay,1.4.1,4,,
tachiyomi-id.mangasusu-v1.4.35.apk,id,mangasusu,1.4.35,14,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.mangatale-v1.4.44.apk,id,mangatale,1.4.44,4,,
tachiyomi-id.mangkomik-v1.4.39.apk,id,mangkomik,1.4.39,19,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.manhwadesu-v1.4.39.apk,id,manhwadesu,1.4.39,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.manhwahana-v1.4.45.apk,id,manhwahana,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.manhwaindo-v1.4.37.apk,id,manhwaindo,1.4.37,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.manhwalandmom-v1.4.39.apk,id,manhwalandmom,1.4.39,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.manhwalistid-v1.4.35.apk,id,manhwalistid,1.4.35,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.manhwalistorg-v1.4.31.apk,id,manhwalistorg,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.medusascans-v1.4.1.apk,id,medusascans,1.4.1,4,,
tachiyomi-id.mgkomik-v1.4.63.apk,id,mgkomik,1.4.63,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.mihentai-v1.4.33.apk,id,mihentai,1.4.33,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.mikoroku-v1.4.15.apk,id,mikoroku,1.4.15,4,,zeistmanga
tachiyomi-id.monzeekomik-v1.4.31.apk,id,monzeekomik,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.natsu-v1.4.31.apk,id,natsu,1.4.31,4,,
tachiyomi-id.neumanga-v1.4.2.apk,id,neumanga,1.4.2,4,,
tachiyomi-id.ngamenkomik-v1.4.11.apk,id,ngamenkomik,1.4.11,4,,zeistmanga
tachiyomi-id.ngomik-v1.4.34.apk,id,ngomik,1.4.34,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.nimemob-v1.4.11.apk,id,nimemob,1.4.11,4,,zeistmanga
tachiyomi-id.noromax-v1.4.32.apk,id,noromax,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.okyykomik-v1.4.11.apk,id,okyykomik,1.4.11,4,,zeistmanga
tachiyomi-id.onepieceberwarna-v1.4.1.apk,id,onepieceberwarna,1.4.1,4,,
tachiyomi-id.otascans-v1.4.31.apk,id,otascans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.pornhwa18-v1.4.45.apk,id,pornhwa18,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.pramramadhan-v1.4.1.apk,id,pramramadhan,1.4.1,13,,
tachiyomi-id.roseveil-v1.4.45.apk,id,roseveil,1.4.45,9,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.sasangeyou-v1.4.30.apk,id,sasangeyou,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.sektedoujin-v1.4.35.apk,id,sektedoujin,1.4.35,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.sektekomik-v1.4.27.apk,id,sektekomik,1.4.27,4,,
tachiyomi-id.shinigami-v1.4.76.apk,id,shinigami,1.4.76,61,,
tachiyomi-id.shirakami-v1.4.30.apk,id,shirakami,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.shirodoujin-v1.4.2.apk,id,shirodoujin,1.4.2,4,,
tachiyomi-id.shiyurasub-v1.4.12.apk,id,shiyurasub,1.4.12,4,,zeistmanga
tachiyomi-id.siimanga-v1.4.45.apk,id,siimanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-id.softkomik-v1.4.3.apk,id,softkomik,1.4.3,49,,
tachiyomi-id.soulscans-v1.4.32.apk,id,soulscans,1.4.32,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-id.themanga-v1.4.46.apk,id,themanga,1.4.46,14,,
tachiyomi-id.tooncubus-v1.4.11.apk,id,tooncubus,1.4.11,4,,zeistmanga
tachiyomi-id.ulascomic-v1.4.11.apk,id,ulascomic,1.4.11,7,,zeistmanga
tachiyomi-id.westmanga-v1.4.38.apk,id,westmanga,1.4.38,46,,
tachiyomi-id.yubikiri-v1.4.47.apk,id,yubikiri,1.4.47,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-it.animegdrclub-v1.4.1.apk,it,animegdrclub,1.4.1,10,,
tachiyomi-it.digitalteam-v1.4.3.apk,it,digitalteam,1.4.3,7,,
tachiyomi-it.gto-v1.4.7.apk,it,gto,1.4.7,4,,pizzareader
tachiyomi-it.hastateam-v1.4.4.apk,it,hastateam,1.4.4,6,,pizzareader
tachiyomi-it.hentaiarchive-v1.4.2.apk,it,hentaiarchive,1.4.2,5,,
tachiyomi-it.hentaifantasy-v1.4.6.apk,it,hentaifantasy,1.4.6,9,,
tachiyomi-it.lupiteam-v1.4.7.apk,it,lupiteam,1.4.7,4,,pizzareader
tachiyomi-it.mangaworld-v1.4.12.apk,it,mangaworld,1.4.12,3,,
tachiyomi-it.mangaworldadult-v1.4.5.apk,it,mangaworldadult,1.4.5,3,,
tachiyomi-it.nifteam-v1.4.5.apk,it,nifteam,1.4.5,4,,foolslide
tachiyomi-it.phoenixscans-v1.4.8.apk,it,phoenixscans,1.4.8,4,,pizzareader
tachiyomi-it.tuttoanimemanga-v1.4.9.apk,it,tuttoanimemanga,1.4.9,5,,pizzareader
tachiyomi-it.walpurgisscan-v1.4.37.apk,it,walpurgisscan,1.4.37,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-it.zeurelscan-v1.4.2.apk,it,zeurelscan,1.4.2,4,,
tachiyomi-ja.alphapolis-v1.4.1.apk,ja,alphapolis,1.4.1,27,,
tachiyomi-ja.bigcomics-v1.4.2.apk,ja,bigcomics,1.4.2,4,,
tachiyomi-ja.ciaoplus-v1.4.1.apk,ja,ciaoplus,1.4.1,60,,
tachiyomi-ja.comicboost-v1.4.1.apk,ja,comicboost,1.4.1,35,,
tachiyomi-ja.comicborder-v1.4.9.apk,ja,comicborder,1.4.9,4,,
tachiyomi-ja.comicdays-v1.4.9.apk,ja,comicdays,1.4.9,4,,
tachiyomi-ja.comicearthstar-v1.4.9.apk,ja,comicearthstar,1.4.9,60,,
tachiyomi-ja.comicfuz-v1.4.2.apk,ja,comicfuz,1.4.2,88,,
tachiyomi-ja.comicgardo-v1.4.10.apk,ja,comicgardo,1.4.10,4,,
tachiyomi-ja.comicgrast-v1.4.1.apk,ja,comicgrast,1.4.1,14,,
tachiyomi-ja.comicmedu-v1.4.2.apk,ja,comicmedu,1.4.2,4,,
tachiyomi-ja.comicmeteor-v1.4.3.apk,ja,comicmeteor,1.4.3,17,,
tachiyomi-ja.comicnettai-v1.4.1.apk,ja,comicnettai,1.4.1,35,,
tachiyomi-ja.comico-v1.4.1.apk,ja,comico,1.4.1,40,,
tachiyomi-ja.comicpash-v1.4.3.apk,ja,comicpash,1.4.3,4,,
tachiyomi-ja.comicride-v1.4.2.apk,ja,comicride,1.4.2,4,,
tachiyomi-ja.comicryu-v1.4.1.apk,ja,comicryu,1.4.1,6,,
tachiyomi-ja.comicyours-v1.4.9.apk,ja,comicyours,1.4.9,4,,
tachiyomi-ja.comiplex-v1.4.9.apk,ja,comiplex,1.4.9,4,,
tachiyomi-ja.corocoroonline-v1.4.9.apk,ja,corocoroonline,1.4.9,59,,
tachiyomi-ja.cycomi-v1.4.1.apk,ja,cycomi,1.4.1,59,,
tachiyomi-ja.docomo-v1.4.1.apk,ja,docomo,1.4.1,38,,
tachiyomi-ja.drecomics-v1.4.1.apk,ja,drecomics,1.4.1,8,,
tachiyomi-ja.firecross-v1.4.1.apk,ja,firecross,1.4.1,17,,
tachiyomi-ja.flowercomics-v1.4.1.apk,ja,flowercomics,1.4.1,52,,
